,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Family
0,1,0,3,2,0,-0.5484327954540067,1,0,A/5 21171,7.25,0,2,0.059159876663617696
1,2,1,1,3,1,0.6336961702131136,1,0,PC 17599,71.2833,C85,0,0.059159876663617696
2,3,1,3,1,1,-0.25290055403722667,0,0,STON/O2. 3101282,7.925,0,2,-0.5609748304808925
3,4,1,1,3,1,0.41204698915052856,1,0,113803,53.1,C123,2,0.059159876663617696
4,5,0,3,2,0,0.41204698915052856,0,0,373450,8.05,0,2,-0.5609748304808925
5,6,0,3,2,0,-0.05157728040832834,0,0,330877,8.4583,0,1,-0.5609748304808925
6,7,0,1,2,0,1.815825135880234,0,0,17463,51.8625,E46,2,-0.5609748304808925
7,8,0,3,0,0,-2.0260940025379073,3,1,349909,21.075,0,2,1.9195639980971482
8,9,1,3,3,1,-0.17901749368303163,0,2,347742,11.1333,0,2,0.6792945838081278
9,10,1,2,3,1,-1.139497278287567,1,0,237736,30.0708,0,0,0.059159876663617696
10,11,1,3,1,1,-1.878327881829517,1,1,PP 9549,16.7,G6,2,0.6792945838081278
11,12,1,1,1,1,2.111357377297014,0,0,113783,26.55,C103,2,-0.5609748304808925
12,13,0,3,2,0,-0.6961989161623968,0,0,A/5. 2151,8.05,0,2,-0.5609748304808925
13,14,0,3,2,0,0.7075792305673086,1,5,347082,31.275,0,2,3.1598334123861687
14,15,0,3,1,1,-1.139497278287567,0,0,350406,7.8542,0,2,-0.5609748304808925
15,16,1,2,3,1,1.889708196234429,0,0,248706,16.0,0,2,-0.5609748304808925
16,17,0,3,0,0,-2.0260940025379073,4,1,382652,29.125,0,1,2.5396987052416584
17,18,1,2,2,0,0.24716162275031267,0,0,244373,13.0,0,2,-0.5609748304808925
18,19,0,3,3,1,0.11651474773374847,1,0,345763,18.0,0,2,0.059159876663617696
19,20,1,3,3,1,0.30234183892763294,0,0,2649,7.225,0,0,-0.5609748304808925
20,21,0,2,2,0,0.41204698915052856,0,0,239865,26.0,0,2,-0.5609748304808925
21,22,1,2,2,0,0.33816392879633356,0,0,248698,13.0,D56,2,-0.5609748304808925
22,23,1,3,1,1,-1.0656142179333719,0,0,330923,8.0292,0,1,-0.5609748304808925
23,24,1,1,2,0,-0.1051344333288366,0,0,113788,35.5,A6,2,-0.5609748304808925
24,25,0,3,1,1,-1.582795640412737,3,1,349909,21.075,0,2,1.9195639980971482
25,26,1,3,3,1,0.6336961702131136,1,5,347077,31.3875,0,2,3.1598334123861687
26,27,0,3,2,0,-0.05157728040832834,0,0,2631,7.225,0,0,-0.5609748304808925
27,28,0,1,2,0,-0.7700819765165918,3,2,19950,263.0,C23 C25 C27,2,2.5396987052416584
28,29,1,3,1,1,-0.9826296211587325,0,0,330959,7.8792,0,1,-0.5609748304808925
29,30,0,3,2,0,-0.05157728040832834,0,0,349216,7.8958,0,2,-0.5609748304808925
30,31,0,1,4,0,0.7814622909215037,0,0,PC 17601,27.7208,0,0,-0.5609748304808925
31,32,1,1,3,1,0.8466532265281463,1,0,PC 17569,146.5208,B78,0,0.059159876663617696
32,33,1,3,1,1,-0.9826296211587325,0,0,335677,7.75,0,1,-0.5609748304808925
33,34,0,2,2,0,2.702421860130574,0,0,C.A. 24579,10.5,0,2,-0.5609748304808925
34,35,0,1,2,0,-0.1051344333288366,1,0,PC 17604,82.1708,0,0,0.059159876663617696
35,36,0,1,2,0,0.9292284116298937,1,0,113789,52.0,0,2,0.059159876663617696
36,37,1,3,2,0,-0.05157728040832834,0,0,2677,7.2292,0,0,-0.5609748304808925
37,38,0,3,2,0,-0.6223158558082017,0,0,A./5. 2152,8.05,0,2,-0.5609748304808925
38,39,0,3,1,1,-0.8439650368707868,2,0,345764,18.0,0,2,0.6792945838081278
39,40,1,3,1,1,-1.139497278287567,1,0,2651,11.2417,0,0,0.059159876663617696
40,41,0,3,3,1,0.7814622909215037,1,0,7546,9.475,0,2,0.059159876663617696
41,42,0,2,3,1,-0.17901749368303163,1,0,11668,21.0,0,2,0.059159876663617696
42,43,0,3,2,0,-0.05157728040832834,0,0,349253,7.8958,0,0,-0.5609748304808925
43,44,1,2,1,1,-1.9522109421837122,1,2,SC/Paris 2123,41.5792,0,0,1.299429290952638
44,45,1,3,1,1,-0.7700819765165918,0,0,330958,7.8792,0,1,-0.5609748304808925
45,46,0,3,2,0,-0.05157728040832834,0,0,S.C./A.4. 23567,8.05,0,2,-0.5609748304808925
46,47,0,3,2,0,-0.05157728040832834,1,0,370371,15.5,0,1,0.059159876663617696
47,48,1,3,1,1,-0.9826296211587325,0,0,14311,7.75,0,1,-0.5609748304808925
48,49,0,3,2,0,-0.05157728040832834,2,0,2662,21.6792,0,0,0.6792945838081278
49,50,0,3,3,1,-0.8439650368707868,1,0,349237,17.8,0,2,0.059159876663617696
50,51,0,3,0,0,-1.6566787007669321,4,1,3101295,39.6875,0,2,2.5396987052416584
51,52,0,3,2,0,-0.6223158558082017,0,0,A/4. 39886,7.8,0,2,-0.5609748304808925
52,53,1,1,3,1,1.4464098341092588,1,0,PC 17572,76.7292,D33,0,0.059159876663617696
53,54,1,2,3,1,-0.031251372974641575,1,0,2926,26.0,0,2,0.059159876663617696
54,55,0,1,2,0,2.628538799776379,0,1,113509,61.9792,B30,0,0.059159876663617696
55,56,1,1,2,0,0.8982314955042832,0,0,19947,35.5,C52,2,-0.5609748304808925
56,57,1,2,1,1,-0.6223158558082017,0,0,C.A. 31026,10.5,0,2,-0.5609748304808925
57,58,0,3,2,0,-0.06819290315173908,0,0,2697,7.2292,0,0,-0.5609748304808925
58,59,1,2,1,1,-1.8044448214753221,1,2,C.A. 34651,27.75,0,2,1.299429290952638
59,60,0,3,0,0,-1.3611464593501519,5,2,CA 2144,46.9,0,2,3.779968119530679
60,61,0,3,2,0,-0.5484327954540067,0,0,2669,7.2292,0,0,-0.5609748304808925
61,62,1,1,1,1,0.6336961702131136,0,0,113572,80.0,B28,2,-0.5609748304808925
62,63,0,1,2,0,1.1508775926924788,1,0,36973,83.475,C83,2,0.059159876663617696
63,64,0,3,0,0,-1.878327881829517,3,2,347088,27.9,0,2,2.5396987052416584
64,65,0,1,2,0,0.8982314955042832,0,0,PC 17605,27.7208,0,0,-0.5609748304808925
65,66,1,3,0,0,-1.778524181134392,1,1,2661,15.2458,0,0,0.6792945838081278
66,67,1,2,3,1,-0.031251372974641575,0,0,C.A. 29395,10.5,F33,2,-0.5609748304808925
67,68,0,3,2,0,-0.7700819765165918,0,0,S.P. 3464,8.1583,0,2,-0.5609748304808925
68,69,1,3,1,1,-0.9178480972249818,4,2,3101281,7.925,0,2,3.1598334123861687
69,70,0,3,2,0,-0.25290055403722667,2,0,315151,8.6625,0,2,0.6792945838081278
70,71,0,2,2,0,0.1903978080879435,0,0,C.A. 33111,10.5,0,2,-0.5609748304808925
71,72,0,3,1,1,-0.9917311575791768,5,2,CA 2144,46.9,0,2,3.779968119530679
72,73,0,2,2,0,-0.6223158558082017,0,0,S.O.C. 14879,73.5,0,2,-0.5609748304808925
73,74,0,3,2,0,-0.25290055403722667,1,0,2680,14.4542,0,0,0.059159876663617696
74,75,1,3,2,0,0.1903978080879435,0,0,1601,56.4958,0,2,-0.5609748304808925
75,76,0,3,2,0,-0.3267836143914217,0,0,348123,7.65,F G73,2,-0.5609748304808925
76,77,0,3,2,0,-0.05157728040832834,0,0,349208,7.8958,0,2,-0.5609748304808925
77,78,0,3,2,0,-0.05157728040832834,0,0,374746,8.05,0,2,-0.5609748304808925
78,79,1,2,0,0,-2.1125371831523156,0,2,248738,29.0,0,2,0.6792945838081278
79,80,1,3,1,1,0.042631687379553446,0,0,364516,12.475,0,2,-0.5609748304808925
80,81,0,3,2,0,-0.5484327954540067,0,0,345767,9.0,0,2,-0.5609748304808925
81,82,1,3,2,0,-0.031251372974641575,0,0,345779,9.5,0,2,-0.5609748304808925
82,83,1,3,1,1,-0.9826296211587325,0,0,330932,7.7875,0,1,-0.5609748304808925
83,84,0,1,2,0,-0.1051344333288366,0,0,113059,47.1,0,2,-0.5609748304808925
84,85,1,2,1,1,-0.9178480972249818,0,0,SO/C 14885,10.5,0,2,-0.5609748304808925
85,86,1,3,3,1,0.2642808684421385,3,0,3101278,15.85,0,2,1.299429290952638
86,87,0,3,2,0,-0.9917311575791768,1,3,W./C. 6608,34.375,0,2,1.9195639980971482
87,88,0,3,2,0,-0.05157728040832834,0,0,SOTON/OQ 392086,8.05,0,2,-0.5609748304808925
88,89,1,1,1,1,-0.4745497350998117,3,2,19950,263.0,C23 C25 C27,2,2.5396987052416584
89,90,0,3,2,0,-0.4006666747456167,0,0,343275,8.05,0,2,-0.5609748304808925
90,91,0,3,2,0,-0.031251372974641575,0,0,343276,8.05,0,2,-0.5609748304808925
91,92,0,3,2,0,-0.6961989161623968,0,0,347466,7.8542,0,2,-0.5609748304808925
92,93,0,1,2,0,1.2247606530466737,1,0,W.E.P. 5734,61.175,E31,2,0.059159876663617696
93,94,0,3,2,0,-0.25290055403722667,1,2,C.A. 2315,20.575,0,2,1.299429290952638
94,95,0,3,2,0,2.185240437651209,0,0,364500,7.25,0,2,-0.5609748304808925
95,96,0,3,2,0,-0.05157728040832834,0,0,374910,8.05,0,2,-0.5609748304808925
96,97,0,1,2,0,3.071837161901549,0,0,PC 17754,34.6542,A5,0,-0.5609748304808925
97,98,1,1,2,0,-0.4745497350998117,0,1,PC 17759,63.3583,D10 D12,0,0.059159876663617696
98,99,1,2,3,1,0.33816392879633356,0,1,231919,23.0,0,2,0.059159876663617696
99,100,0,2,2,0,0.33816392879633356,1,0,244367,26.0,0,2,0.059159876663617696
100,101,0,3,1,1,-0.1051344333288366,0,0,349245,7.8958,0,2,-0.5609748304808925
101,102,0,3,2,0,-0.05157728040832834,0,0,349215,7.8958,0,2,-0.5609748304808925
102,103,0,1,2,0,-0.6223158558082017,0,1,35281,77.2875,D26,2,0.059159876663617696
103,104,0,3,2,0,0.2642808684421385,0,0,7540,8.6542,0,2,-0.5609748304808925
104,105,0,3,2,0,0.5598131098589186,2,0,3101276,7.925,0,2,0.6792945838081278
105,106,0,3,2,0,-0.1051344333288366,0,0,349207,7.8958,0,2,-0.5609748304808925
106,107,1,3,1,1,-0.6223158558082017,0,0,343120,7.65,0,2,-0.5609748304808925
107,108,1,3,2,0,-0.05157728040832834,0,0,312991,7.775,0,2,-0.5609748304808925
108,109,0,3,2,0,0.6336961702131136,0,0,349249,7.8958,0,2,-0.5609748304808925
109,110,1,3,1,1,-0.9826296211587325,1,0,371110,24.15,0,1,0.059159876663617696
110,111,0,1,2,0,1.2986437134008688,0,0,110465,52.0,C110,2,-0.5609748304808925
111,112,0,3,1,1,-1.1025557481104693,1,0,2665,14.4542,0,0,0.059159876663617696
112,113,0,3,2,0,-0.5484327954540067,0,0,324669,8.05,0,2,-0.5609748304808925
113,114,0,3,1,1,-0.6961989161623968,1,0,4136,9.825,0,2,0.059159876663617696
114,115,0,3,1,1,-0.9178480972249818,0,0,2627,14.4583,0,0,-0.5609748304808925
115,116,0,3,2,0,-0.6223158558082017,0,0,STON/O 2. 3101294,7.925,0,2,-0.5609748304808925
116,117,0,3,2,0,3.0348956317244515,0,0,370369,7.75,0,1,-0.5609748304808925
117,118,0,2,2,0,-0.031251372974641575,1,0,11668,21.0,0,2,0.059159876663617696
118,119,0,1,2,0,-0.4006666747456167,0,1,PC 17558,247.5208,B58 B60,0,0.059159876663617696
119,120,0,3,1,1,-2.0260940025379073,4,2,347082,31.275,0,2,3.1598334123861687
120,121,0,2,2,0,-0.6223158558082017,2,0,S.O.C. 14879,73.5,0,2,0.6792945838081278
121,122,0,3,2,0,-0.05157728040832834,0,0,A4. 54510,8.05,0,2,-0.5609748304808925
122,123,0,2,2,0,0.227339338265041,1,0,237736,30.0708,0,0,0.059159876663617696
123,124,1,2,1,1,0.227339338265041,0,0,27267,13.0,E101,2,-0.5609748304808925
124,125,0,1,2,0,1.815825135880234,0,1,35281,77.2875,D26,2,0.059159876663617696
125,126,1,3,0,0,-1.287263398995957,1,0,2651,11.2417,0,0,0.059159876663617696
126,127,0,3,2,0,-0.05157728040832834,0,0,370372,7.75,0,1,-0.5609748304808925
127,128,1,3,2,0,-0.4006666747456167,0,0,C 17369,7.1417,0,2,-0.5609748304808925
128,129,1,3,1,1,-0.9826296211587325,1,1,2668,22.3583,F E69,0,0.6792945838081278
129,130,0,3,2,0,1.1508775926924788,0,0,347061,6.975,0,2,-0.5609748304808925
130,131,0,3,2,0,0.2642808684421385,0,0,349241,7.8958,0,0,-0.5609748304808925
131,132,0,3,2,0,-0.6961989161623968,0,0,SOTON/O.Q. 3101307,7.05,0,2,-0.5609748304808925
132,133,0,3,3,1,1.2986437134008688,1,0,A/5. 3337,14.5,0,2,0.059159876663617696
133,134,1,2,3,1,-0.031251372974641575,1,0,228414,26.0,0,2,0.059159876663617696
134,135,0,2,2,0,-0.3267836143914217,0,0,C.A. 29178,13.0,0,2,-0.5609748304808925
135,136,0,2,2,0,-0.4745497350998117,0,0,SC/PARIS 2133,15.0458,0,0,-0.5609748304808925
136,137,1,1,1,1,-0.7700819765165918,0,2,11752,26.2833,D47,2,0.6792945838081278
137,138,0,1,2,0,0.5598131098589186,1,0,113803,53.1,C123,2,0.059159876663617696
138,139,0,3,2,0,-0.9917311575791768,0,0,7534,9.2167,0,2,-0.5609748304808925
139,140,0,1,2,0,-0.4006666747456167,0,0,PC 17593,79.2,B86,0,-0.5609748304808925
140,141,0,3,3,1,0.30234183892763294,0,2,2678,15.2458,0,0,0.6792945838081278
141,142,1,3,1,1,-0.5484327954540067,0,0,347081,7.75,0,2,-0.5609748304808925
142,143,1,3,3,1,-0.4006666747456167,1,0,STON/O2. 3101279,15.85,0,2,0.059159876663617696
143,144,0,3,2,0,-0.7700819765165918,0,0,365222,6.75,0,1,-0.5609748304808925
144,145,0,2,2,0,-0.8439650368707868,0,0,231945,11.5,0,2,-0.5609748304808925
145,146,0,2,2,0,-0.7700819765165918,1,1,C.A. 33112,36.75,0,2,0.6792945838081278
146,147,1,3,2,0,-0.17901749368303163,0,0,350043,7.7958,0,2,-0.5609748304808925
147,148,0,3,1,1,-1.5089125800585421,2,2,W./C. 6608,34.375,0,2,1.9195639980971482
148,149,0,2,2,0,0.5228715796818211,0,2,230080,26.0,F2,2,0.6792945838081278
149,150,0,2,4,0,0.9292284116298937,0,0,244310,13.0,0,2,-0.5609748304808925
150,151,0,2,4,0,1.5941759548176488,0,0,S.O.P. 1166,12.525,0,2,-0.5609748304808925
151,152,1,1,3,1,-0.5484327954540067,1,0,113776,66.6,C2,2,0.059159876663617696
152,153,0,3,2,0,1.9266497264115265,0,0,A.5. 11206,8.05,0,2,-0.5609748304808925
153,154,0,3,2,0,0.8184038210986012,0,2,A/5. 851,14.5,0,2,0.6792945838081278
154,155,0,3,2,0,-0.05157728040832834,0,0,Fa 265302,7.3125,0,2,-0.5609748304808925
155,156,0,1,2,0,1.5941759548176488,0,1,PC 17597,61.3792,0,0,0.059159876663617696
156,157,1,3,1,1,-0.9917311575791768,0,0,35851,7.7333,0,1,-0.5609748304808925
157,158,0,3,2,0,0.042631687379553446,0,0,SOTON/OQ 392090,8.05,0,2,-0.5609748304808925
158,159,0,3,2,0,-0.05157728040832834,0,0,315037,8.6625,0,2,-0.5609748304808925
159,160,0,3,0,0,-1.778524181134392,8,2,CA. 2343,69.55,0,2,5.64037224096421
160,161,0,3,2,0,1.0769945323382837,0,1,371362,16.1,0,2,0.059159876663617696
161,162,1,2,3,1,0.7814622909215037,0,0,C.A. 33595,15.75,0,2,-0.5609748304808925
162,163,0,3,2,0,-0.25290055403722667,0,0,347068,7.775,0,2,-0.5609748304808925
163,164,0,3,2,0,-0.9178480972249818,0,0,315093,8.6625,0,2,-0.5609748304808925
164,165,0,3,0,0,-2.099977062892102,4,1,3101295,39.6875,0,2,2.5396987052416584
165,166,1,3,0,0,-1.5089125800585421,0,2,363291,20.525,0,2,0.6792945838081278
166,167,1,1,3,1,0.8466532265281463,0,1,113505,55.0,E33,2,0.059159876663617696
167,168,0,3,3,1,1.1508775926924788,1,4,347088,27.9,0,2,2.5396987052416584
168,169,0,1,2,0,0.8982314955042832,0,0,PC 17318,25.925,0,2,-0.5609748304808925
169,170,0,3,2,0,-0.1051344333288366,0,0,1601,56.4958,0,2,-0.5609748304808925
170,171,0,1,2,0,2.333006558359599,0,0,111240,33.5,B19,2,-0.5609748304808925
171,172,0,3,0,0,-1.878327881829517,4,1,382652,29.125,0,1,2.5396987052416584
172,173,1,3,1,1,-2.099977062892102,1,1,347742,11.1333,0,2,0.6792945838081278
173,174,0,3,2,0,-0.6223158558082017,0,0,STON/O 2. 3101280,7.925,0,2,-0.5609748304808925
174,175,0,1,2,0,1.963591256588624,0,0,17764,30.6958,A7,0,-0.5609748304808925
175,176,0,3,2,0,-0.8439650368707868,1,1,350404,7.8542,0,2,0.6792945838081278
176,177,0,3,0,0,-1.778524181134392,3,1,4133,25.4667,0,2,1.9195639980971482
177,178,0,1,1,1,1.520292894463454,0,0,PC 17595,28.7125,C49,0,-0.5609748304808925
178,179,0,2,2,0,0.042631687379553446,0,0,250653,13.0,0,2,-0.5609748304808925
179,180,0,3,2,0,0.48593004950472357,0,0,LINE,0.0,0,2,-0.5609748304808925
180,181,0,3,1,1,-0.9826296211587325,8,2,CA. 2343,69.55,0,2,5.64037224096421
181,182,0,2,2,0,0.24716162275031267,0,0,SC/PARIS 2131,15.05,0,0,-0.5609748304808925
182,183,0,3,0,0,-1.5089125800585421,4,2,347077,31.3875,0,2,3.1598334123861687
183,184,1,2,0,0,-2.099977062892102,2,1,230136,39.0,F4,2,1.299429290952638
184,185,1,3,1,1,-1.878327881829517,0,2,315153,22.025,0,2,0.6792945838081278
185,186,0,1,2,0,0.8982314955042832,0,0,113767,50.0,A32,2,-0.5609748304808925
186,187,1,3,3,1,0.30234183892763294,1,0,370365,15.5,0,1,0.059159876663617696
187,188,1,1,2,0,1.1508775926924788,0,0,111428,26.55,0,2,-0.5609748304808925
188,189,0,3,2,0,0.7814622909215037,1,1,364849,15.5,0,1,0.6792945838081278
189,190,0,3,2,0,0.48593004950472357,0,0,349247,7.8958,0,2,-0.5609748304808925
190,191,1,2,3,1,0.1903978080879435,0,0,234604,13.0,0,2,-0.5609748304808925
191,192,0,2,2,0,-0.7700819765165918,0,0,28424,13.0,0,2,-0.5609748304808925
192,193,1,3,1,1,-0.7700819765165918,1,0,350046,7.8542,0,2,0.059159876663617696
193,194,1,2,0,0,-1.9522109421837122,1,1,230080,26.0,F2,2,0.6792945838081278
194,195,1,1,3,1,1.0769945323382837,0,0,PC 17610,27.7208,B4,0,-0.5609748304808925
195,196,1,1,1,1,2.111357377297014,0,0,PC 17569,146.5208,B80,0,-0.5609748304808925
196,197,0,3,2,0,-0.05157728040832834,0,0,368703,7.75,0,1,-0.5609748304808925
197,198,0,3,2,0,0.9292284116298937,0,1,4579,8.4042,0,2,0.059159876663617696
198,199,1,3,1,1,-0.9826296211587325,0,0,370370,7.75,0,1,-0.5609748304808925
199,200,0,2,1,1,-0.4006666747456167,0,0,248747,13.0,0,2,-0.5609748304808925
200,201,0,3,2,0,-0.1051344333288366,0,0,345770,9.5,0,2,-0.5609748304808925
201,202,0,3,2,0,-0.05157728040832834,8,2,CA. 2343,69.55,0,2,5.64037224096421
202,203,0,3,2,0,0.33816392879633356,0,0,3101264,6.4958,0,2,-0.5609748304808925
203,204,0,3,2,0,1.1878191228695762,0,0,2628,7.225,0,0,-0.5609748304808925
204,205,1,3,2,0,-0.8439650368707868,0,0,A/5 3540,8.05,0,2,-0.5609748304808925
205,206,0,3,1,1,-2.0260940025379073,0,1,347054,10.4625,G6,2,0.059159876663617696
206,207,0,3,2,0,0.1903978080879435,1,0,3101278,15.85,0,2,0.059159876663617696
207,208,1,3,2,0,-0.25290055403722667,0,0,2699,18.7875,0,0,-0.5609748304808925
208,209,1,3,1,1,-0.9917311575791768,0,0,367231,7.75,0,1,-0.5609748304808925
209,210,1,1,2,0,0.7814622909215037,0,0,112277,31.0,A31,0,-0.5609748304808925
210,211,0,3,2,0,-0.4006666747456167,0,0,SOTON/O.Q. 3101311,7.05,0,2,-0.5609748304808925
211,212,1,2,1,1,0.41204698915052856,0,0,F.C.C. 13528,21.0,0,2,-0.5609748304808925
212,213,0,3,2,0,-0.5484327954540067,0,0,A/5 21174,7.25,0,2,-0.5609748304808925
213,214,0,2,2,0,0.042631687379553446,0,0,250646,13.0,0,2,-0.5609748304808925
214,215,0,3,2,0,-0.05157728040832834,1,0,367229,7.75,0,1,0.059159876663617696
215,216,1,1,1,1,0.11651474773374847,1,0,35273,113.275,D36,0,0.059159876663617696
216,217,1,3,1,1,-0.17901749368303163,0,0,STON/O2. 3101283,7.925,0,2,-0.5609748304808925
217,218,0,2,2,0,0.9292284116298937,1,0,243847,27.0,0,2,0.059159876663617696
218,219,1,1,1,1,0.1903978080879435,0,0,11813,76.2917,D15,0,-0.5609748304808925
219,220,0,2,2,0,0.042631687379553446,0,0,W/C 14208,10.5,0,2,-0.5609748304808925
220,221,1,3,2,0,-0.9917311575791768,0,0,SOTON/OQ 392089,8.05,0,2,-0.5609748304808925
221,222,0,2,2,0,-0.17901749368303163,0,0,220367,13.0,0,2,-0.5609748304808925
222,223,0,3,2,0,1.5941759548176488,0,0,21440,8.05,0,2,-0.5609748304808925
